Secretaria;N˙mero do Processo;Modalidade de ContrataÁ„o;Empresa Contratada;CPF / CNPJ / CGC;DescriÁ„o Processo;Item / Finalidade;Quantidade Item; Valor Unit·rio ; Valor R$ Empenho ;Nota de Empenho;Data Emiss„o do Pagamento;Tipo de Documento do Pagamento; Valor NE ; Valor NL ; Valor NP ; Valor OB ;CÛdigo UG Documento;CÛdigo Fonte Recurso;Sistema Origem NE;Nome Poder;Local Entrega
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE REGISTRO;11.568.304/0001-76;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;1;R$134.997,60;R$134.997,60;2020NE05169;27/03/2020;NE;R$134.997,60; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;REGISTRO
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE REGISTRO;11.568.304/0001-76;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;0; R$-   ;R$134.997,60;2020NE05169;27/03/2020;NL; R$-   ;R$134.997,60; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;REGISTRO
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE REGISTRO;11.568.304/0001-76;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;0; R$-   ;R$134.997,60;2020NE05169;27/03/2020;NP; R$-   ; R$-   ;R$134.997,60; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;REGISTRO
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE JAGUARIUNA;11.297.035/0001-50;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;1;R$134.930,40;R$134.930,40;2020NE05168;27/03/2020;NE;R$134.930,40; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;JAGUARIUNA
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE JAGUARIUNA;11.297.035/0001-50;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;0; R$-   ;R$134.930,40;2020NE05168;27/03/2020;NL; R$-   ;R$134.930,40; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;JAGUARIUNA
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE JAGUARIUNA;11.297.035/0001-50;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;0; R$-   ;R$134.930,40;2020NE05168;27/03/2020;NP; R$-   ; R$-   ;R$134.930,40; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;JAGUARIUNA
SECRETARIA DE DESENVOLVIMENTO SOCIAL;1935731-19;INDEPEND LICITACAO;ASSOCIA«AO MISSAO SEDE SANTOS;05.821.356/0001-00;FORNEC.DE REFEI«’ES B.P. S√O JOS… DOS CAMPOS;TERMO DE COLABORA«√O QUE ENTRE SI CELEBRAM O ESTADO DE S√O PAULO, POR INTERM…DIO DA SECRETARIA DE DESENVOLVIMENTO SOCIAL, E ASSOCIA«√O MISS√O SEDE SANTOS, OBJETIVANDO A DISPONIBILIZA«√O DE ALIMENTA«√O DE QUALIDADE A PRE«OS ACESSÕVE;1;R$134.622,00;R$134.622,00;2020NE00312;01/06/2020;NE;R$134.622,00; R$-   ; R$-   ; R$-   ;350173;1;SIAFEM;PODER EXECUTIVO;TAUBATE
SECRETARIA DA SAUDE;PAB2020C;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE CAMPO LIMPO PAULI;14.018.974/0001-07;PAB 2020 CONSUMO;DESTINADO AO PROGRAMA PAB ESTADUAL 2020.;1;R$133.976,00;R$133.976,00;2020NE04556;27/03/2020;NE;R$133.976,00; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;CAMPO LIMPO PAULISTA
SECRETARIA DA SAUDE;PAB2020C;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE CAMPO LIMPO PAULI;14.018.974/0001-07;PAB 2020 CONSUMO;DESTINADO AO PROGRAMA PAB ESTADUAL 2020.;0; R$-   ;R$133.976,00;2020NE04556;27/03/2020;NL; R$-   ;R$133.976,00; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;CAMPO LIMPO PAULISTA
SECRETARIA DA SAUDE;PAB2020C;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE CAMPO LIMPO PAULI;14.018.974/0001-07;PAB 2020 CONSUMO;DESTINADO AO PROGRAMA PAB ESTADUAL 2020.;0; R$-   ;R$133.976,00;2020NE04556;27/03/2020;NP; R$-   ; R$-   ;R$133.976,00; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;CAMPO LIMPO PAULISTA
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE PORTO FERREIRA;11.204.937/0001-03;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;1;R$133.888,80;R$133.888,80;2020NE05167;27/03/2020;NE;R$133.888,80; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;PORTO FERREIRA
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE PORTO FERREIRA;11.204.937/0001-03;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;0; R$-   ;R$133.888,80;2020NE05167;27/03/2020;NL; R$-   ;R$133.888,80; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;PORTO FERREIRA
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE PORTO FERREIRA;11.204.937/0001-03;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;0; R$-   ;R$133.888,80;2020NE05167;27/03/2020;NP; R$-   ; R$-   ;R$133.888,80; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;PORTO FERREIRA
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE MONGAGUA;12.096.081/0001-54;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;1;R$133.754,40;R$133.754,40;2020NE05166;27/03/2020;NE;R$133.754,40; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;MONGAGUA
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE MONGAGUA;12.096.081/0001-54;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;0; R$-   ;R$133.754,40;2020NE05166;27/03/2020;NL; R$-   ;R$133.754,40; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;MONGAGUA
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE MONGAGUA;12.096.081/0001-54;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;0; R$-   ;R$133.754,40;2020NE05166;27/03/2020;NP; R$-   ; R$-   ;R$133.754,40; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;MONGAGUA
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE PIEDADE;13.800.601/0001-20;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;1;R$132.357,60;R$132.357,60;2020NE05165;27/03/2020;NE;R$132.357,60; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;PIEDADE
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE PIEDADE;13.800.601/0001-20;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;0; R$-   ;R$132.357,60;2020NE05165;27/03/2020;NL; R$-   ;R$132.357,60; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;PIEDADE
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE PIEDADE;13.800.601/0001-20;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;0; R$-   ;R$132.357,60;2020NE05165;27/03/2020;NP; R$-   ; R$-   ;R$132.357,60; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;PIEDADE
SECRETARIA DA SAUDE;PAB2020C;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE MAT„O;12.225.804/0001-78;PAB 2020 CONSUMO;DESTINADO AO PROGRAMA PAB ESTADUAL 2020.;1;R$132.323,20;R$132.323,20;2020NE04555;27/03/2020;NE;R$132.323,20; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;MATAO
SECRETARIA DA SAUDE;PAB2020C;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE MAT„O;12.225.804/0001-78;PAB 2020 CONSUMO;DESTINADO AO PROGRAMA PAB ESTADUAL 2020.;0; R$-   ;R$132.323,20;2020NE04555;27/03/2020;NL; R$-   ;R$132.323,20; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;MATAO
SECRETARIA DA SAUDE;PAB2020C;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE MAT„O;12.225.804/0001-78;PAB 2020 CONSUMO;DESTINADO AO PROGRAMA PAB ESTADUAL 2020.;0; R$-   ;R$132.323,20;2020NE04555;27/03/2020;NP; R$-   ; R$-   ;R$132.323,20; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;MATAO
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL SAUDE SAO JOSE DO RIO PARDO;13.427.080/0001-08;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;1;R$131.431,20;R$131.431,20;2020NE05163;27/03/2020;NE;R$131.431,20; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;SAO JOSE DO BARREIRO
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL SAUDE SAO JOSE DO RIO PARDO;13.427.080/0001-08;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;0; R$-   ;R$131.431,20;2020NE05163;27/03/2020;NL; R$-   ;R$131.431,20; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;SAO JOSE DO BARREIRO
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL SAUDE SAO JOSE DO RIO PARDO;13.427.080/0001-08;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;0; R$-   ;R$131.431,20;2020NE05163;27/03/2020;NP; R$-   ; R$-   ;R$131.431,20; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;SAO JOSE DO BARREIRO
SECRETARIA DE DESENVOLVIMENTO SOCIAL;1728592/19;INDEPEND LICITACAO;AS.CASA DE APOIO N.SENHORA APARECIDA CARA;05.675.929/0001-34;FORNECIMENTO DE REFEI«’ES P/ SUBVEN«√O SOCIAL;TERMO DE COLABORA«√O QUE ENTRE SI CELEBRAM O ESTADO DE S√O PAULO, POR INTERM…DIO DA SECRETARIA DE DESENVOLVIMENTO SOCIAL, E A ASSOCIA«√O CASA DE APOIO ROMEIROS DE NOSSA SENHORA APARECIDA, OBJETIVANDO A DISPONIBILIZA«√O DE ALIMENTA«;1;R$131.382,00;R$131.382,00;2020NE00287;01/06/2020;NE;R$131.382,00; R$-   ; R$-   ; R$-   ;350173;1;SIAFEM;PODER EXECUTIVO;LIMEIRA
SECRETARIA DE DESENVOLVIMENTO SOCIAL;1800291/19;INDEPEND LICITACAO;VIDAS RECICLADAS;08.706.506/0001-22;FORNEC. DE REFEI«’ES B.P. CUBAT√O;TERMO DE COLABORA«√O QUE ENTRE SI CELEBRAM O ESTADO DE S√O PAULO, POR INTERM…DIO DA SECRETARIA DE DESENVOLVIMENTO SOCIAL, E VIDAS RECICLADAS,  OBJETIVANDO A DISPONIBILIZA«√O DE ALIMENTA«√O DE QUALIDADE A PRE«OS ACESSÕVEIS ¿ POPULA«;1;R$131.382,00;R$131.382,00;2020NE00291;01/06/2020;NE;R$131.382,00; R$-   ; R$-   ; R$-   ;350173;1;SIAFEM;PODER EXECUTIVO;SANTOS
SECRETARIA DE DESENVOLVIMENTO SOCIAL;1804373/19;INDEPEND LICITACAO;ASSOC. BENEFICENTE PROJETO POVO DA PERIFERIA;10.225.030/0001-50;FORNEC. DE REFEI«’ES B.P. ITAPEVI;TERMO DE COLABORA«√O QUE ENTRE SI CELEBRAM O ESTADO DE S√O PAULO, POR INTERM…DIO DA SECRETARIA DE DESENVOLVIMENTO SOCIAL, E A ASSOCIA«√O BENEFICENTE PROJETO POVO DA PERIFERIA, OBJETIVANDO A DISPONIBILIZA«√O DE ALIMENTA«√O DE QUALID;1;R$131.382,00;R$131.382,00;2020NE00292;01/06/2020;NE;R$131.382,00; R$-   ; R$-   ; R$-   ;350173;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DE DESENVOLVIMENTO SOCIAL;1883895/19;INDEPEND LICITACAO;AELESAB-PROGR.DE INTEGR.E ASSIST.A CRIAN«A E;05.734.840/0001-00;FORNEC. DE REFEI«’ES B.P. ARA«ATUBA;TERMO DE COLABORA«√O QUE ENTRE SI CELEBRAM O ESTADO DE S√O PAULO, POR INTERM…DIO DA SECRETARIA DE DESENVOLVIMENTO SOCIAL, E O PROGRAMA DE INTEGRA«√O E ASSIST NCIA A CRIAN«A E ADOLESCENTE,  OBJETIVANDO A DISPONIBILIZA«√O DE ALIMENTA;1;R$131.382,00;R$131.382,00;2020NE00332;01/06/2020;NE;R$131.382,00; R$-   ; R$-   ; R$-   ;350173;1;SIAFEM;PODER EXECUTIVO;BAURU
SECRETARIA DE DESENVOLVIMENTO SOCIAL;1885336-19;INDEPEND LICITACAO;ASSOCIA«√O BENEFICIENTE JERUSALEM;04.420.470/0001-65;FORNECIMENTO DE REFEI«’ES B.P. CARAPICUIBA;TERMO DE COLABORA«√O QUE ENTRE SI CELEBRAM O ESTADO DE S√O PAULO, POR INTERM…DIO DA SECRETARIA DE DESENVOLVIMENTO SOCIAL, E A ASSOCIA«√O BENEFICENTE JERUSALEM, OBJETIVANDO A DISPONIBILIZA«√O DE ALIMENTA«√O DE QUALIDADE A PRE«OS ACE;1;R$131.382,00;R$131.382,00;2020NE00282;01/06/2020;NE;R$131.382,00; R$-   ; R$-   ; R$-   ;350173;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DE DESENVOLVIMENTO SOCIAL;1891489/19;INDEPEND LICITACAO;INSTITUTO J. AUGUSTO;07.771.646/0001-11;FORNEC. DE REFEI«’ES B.P. JANDIRA;TERMO DE COLABORA«√O QUE ENTRE SI CELEBRAM O ESTADO DE S√O PAULO, POR INTERM…DIO DA SECRETARIA DE DESENVOLVIMENTO SOCIAL, E O INSTITUTO NACIONAL DE ASSIST NCIA INTEGRAL, OBJETIVANDO A DISPONIBILIZA«√O DE ALIMENTA«√O DE QUALIDADE A ;1;R$131.382,00;R$131.382,00;2020NE00290;01/06/2020;NE;R$131.382,00; R$-   ; R$-   ; R$-   ;350173;1;SIAFEM;PODER EXECUTIVO;SAO BERNARDO DO CAMPO
SECRETARIA DE DESENVOLVIMENTO SOCIAL;1920124/19;INDEPEND LICITACAO;AELESAB-PROGR.DE INTEGR.E ASSIST.A CRIAN«A E;05.734.840/0001-00;TERMO DE COLABORA«√O - BP. FRANCA;TERMO DE COLABORA«√O QUE ENTRE SI CELEBRAM O ESTADO DE S√O PAULO, POR INTERM…DIO DA SECRETARIA DE DESENVOLVIMENTO SOCIAL, E A AELESAB  PROGRAMAS DE INTEGRRA«√O E ASSIST NCIA A CRIAN«A E ADOLESCENTE, OBJETIVANDO A DISPONIBILIZA«√O D;1;R$131.382,00;R$131.382,00;2020NE00329;01/06/2020;NE;R$131.382,00; R$-   ; R$-   ; R$-   ;350173;1;SIAFEM;PODER EXECUTIVO;BAURU
SECRETARIA DE DESENVOLVIMENTO SOCIAL;1933766/19;INDEPEND LICITACAO;ASS. DE PROM. E ASSIST. SOCIAL ESTRELA DO MAR;05.273.791/0001-47;FORNEC. DE REFEI«OES B.P. SANTOS (MERCADO);TERMO DE COLABORA«√O QUE ENTRE SI CELEBRAM O ESTADO DE S√O PAULO, POR INTERM…DIO DA SECRETARIA DE DESENVOLVIMENTO SOCIAL, E ASSOCIA«√O  DE PROMO«√O E ASSIST NCIA SOCIAL ESTRELA DO MAR, OBJETIVANDO A DISPONIBILIZA«√O  DE ALIMENTA«√O;1;R$131.382,00;R$131.382,00;2020NE00261;01/06/2020;NE;R$131.382,00; R$-   ; R$-   ; R$-   ;350173;1;SIAFEM;PODER EXECUTIVO;SANTOS
SECRETARIA DE DESENVOLVIMENTO SOCIAL;1934035/19;INDEPEND LICITACAO;ASS. DE PROM. E ASSIST. SOCIAL ESTRELA DO MAR;05.273.791/0001-47;FORNEC. DE REF. B.P. SANTOS (ZONA NOROESTE);TERMO DE COLABORA«√O QUE ENTRE SI CELEBRAM O ESTADO DE S√O PAULO, POR INTERM…DIO DA SECRETARIA DE DESENVOLVIMENTO SOCIAL, E A ASSOCIA«√O DE PROMO«√O E ASSIST NCIA SOCIAL ESTRELA DO MAR - APASEM, OBJETIVANDO A DISPONIBILIZA«√O DE AL;1;R$131.382,00;R$131.382,00;2020NE00276;01/06/2020;NE;R$131.382,00; R$-   ; R$-   ; R$-   ;350173;1;SIAFEM;PODER EXECUTIVO;SANTOS
SECRETARIA DE DESENVOLVIMENTO SOCIAL;1935589/19;INDEPEND LICITACAO;INSTITUTO PROF.AMARO DE A.L. SOBRINHO;10.890.764/0001-53;FORNEC. DE REFEI«’ES B.P. S√O CARLOS;TERMO DE COLABORA«√O QUE ENTRE SI CELEBRAM O ESTADO DE S√O PAULO, POR INTERM…DIO DA SECRETARIA DE DESENVOLVIMENTO SOCIAL, E O INSTITUTO PROFESSOR AMARO DE ARAUJO LIMA SOBRINHO , OBJETIVANDO A DISPONIBILIZA«√O DE ALIMENTA«√O DE QUAL;1;R$131.382,00;R$131.382,00;2020NE00285;01/06/2020;NE;R$131.382,00; R$-   ; R$-   ; R$-   ;350173;1;SIAFEM;PODER EXECUTIVO;GUARUJA
SECRETARIA DE DESENVOLVIMENTO SOCIAL;1936386/19;INDEPEND LICITACAO;ASSOCIACAO DE DEFESA E VALORIZACAO DA VIDA;04.437.313/0001-62;FORNECIMENTO DE REFEI«’ES BOM PRATO - SUZANO;TERMO DE COLABORA«√O QUE ENTRE SI CELEBRAM O ESTADO DE S√O PAULO, POR INTERM…DIO DA SECRETARIA DE DESENVOLVIMENTO SOCIAL, E A ASSOCIA«√O DE DEFESA E VALORIZA«√O DA VIDA A VIDA, OBJETIVANDO A DISPONIBILIZA«√O DE ALIMENTA«√O DE QUALI;1;R$131.382,00;R$131.382,00;2020NE00278;01/06/2020;NE;R$131.382,00; R$-   ; R$-   ; R$-   ;350173;1;SIAFEM;PODER EXECUTIVO;SUZANO
SECRETARIA DE DESENVOLVIMENTO SOCIAL;2269978/19;INDEPEND LICITACAO;ASSOC. BENEFICENTE PROJETO POVO DA PERIFERIA;10.225.030/0001-50;FORNECIMENTO DE REFEI«’ES FERRAZ DE VASCONC.;TERMO DE COLABORA«√O QUE ENTRE SI CELEBRAM O ESTADO DE S√O PAULO, POR INTERM…DIO DA SECRETARIA DE DESENVOLVIMENTO SOCIAL, E O PROJETO POVO DA PERIFERIA, OBJETIVANDO A DISPONIBILIZA«√O DE ALIMENTA«√O DE QUALIDADE A PRE«OS ACESSÕVEIS;1;R$131.382,00;R$131.382,00;2020NE00281;01/06/2020;NE;R$131.382,00; R$-   ; R$-   ; R$-   ;350173;1;SIAFEM;PODER EXECUTIVO;SAO PAULO
SECRETARIA DA SAUDE;PAB2020C;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE CRUZEIRO;10.394.007/0001-99;PAB 2020 CONSUMO;DESTINADO AO PROGRAMA PAB ESTADUAL 2020.;1;R$131.032,00;R$131.032,00;2020NE04554;27/03/2020;NE;R$131.032,00; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;CRUZEIRO
SECRETARIA DA SAUDE;PAB2020C;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE CRUZEIRO;10.394.007/0001-99;PAB 2020 CONSUMO;DESTINADO AO PROGRAMA PAB ESTADUAL 2020.;0; R$-   ;R$131.032,00;2020NE04554;27/03/2020;NL; R$-   ;R$131.032,00; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;CRUZEIRO
SECRETARIA DA SAUDE;PAB2020C;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE CRUZEIRO;10.394.007/0001-99;PAB 2020 CONSUMO;DESTINADO AO PROGRAMA PAB ESTADUAL 2020.;0; R$-   ;R$131.032,00;2020NE04554;27/03/2020;NP; R$-   ; R$-   ;R$131.032,00; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;CRUZEIRO
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE -OLIMPIA;11.105.607/0001-52;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;1;R$130.574,40;R$130.574,40;2020NE05162;27/03/2020;NE;R$130.574,40; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;OLIMPIA
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE -OLIMPIA;11.105.607/0001-52;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;0; R$-   ;R$130.574,40;2020NE05162;27/03/2020;NL; R$-   ;R$130.574,40; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;OLIMPIA
SECRETARIA DA SAUDE;PAB2020S;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE -OLIMPIA;11.105.607/0001-52;PAB 2020;DESTINADO AO PROGRAMA PAB ESTADUAL 2020;0; R$-   ;R$130.574,40;2020NE05162;27/03/2020;NP; R$-   ; R$-   ;R$130.574,40; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;OLIMPIA
SECRETARIA DE DESENVOLVIMENTO SOCIAL;1935385/19;INDEPEND LICITACAO;CRAMI-CENT REG ATENCAO AOS MAUS TRATOS NO ORF;58.157.710/0001-00;FORNEC. DE REFEI«’ES B.P. S√O BERNARDO CAMPO;TERMO DE COLABORA«√O QUE ENTRE SI CELEBRAM O ESTADO DE S√O PAULO, POR INTERM…DIO DA SECRETARIA DE DESENVOLVIMENTO SOCIAL, E O CENTRO REGIONAL DE ATEN«√O AOS MAUS TRATOS NA INF¬NCIA, OBJETIVANDO A DISPONIBILIZA«√O DE ALIMENTA«√O DE ;1;R$130.062,00;R$130.062,00;2020NE00317;01/06/2020;NE;R$130.062,00; R$-   ; R$-   ; R$-   ;350173;1;SIAFEM;PODER EXECUTIVO;SANTO ANDRE
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE BORACEIA;11.911.887/0001-96;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;1;R$130.000,00;R$130.000,00;2020NE05865;09/04/2020;NE;R$130.000,00; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;BORACEIA
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE BORACEIA;11.911.887/0001-96;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$130.000,00;2020NE05865;09/04/2020;NL; R$-   ;R$130.000,00; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;BORACEIA
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE BORACEIA;11.911.887/0001-96;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$130.000,00;2020NE05865;09/04/2020;NP; R$-   ; R$-   ;R$130.000,00; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;BORACEIA
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE MINEIROS DO TIETE;12.023.090/0001-15;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;1;R$130.000,00;R$130.000,00;2020NE05913;09/04/2020;NE;R$130.000,00; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;MINEIROS DO TIETE
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE MINEIROS DO TIETE;12.023.090/0001-15;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$130.000,00;2020NE05913;09/04/2020;NL; R$-   ;R$130.000,00; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;MINEIROS DO TIETE
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE MINEIROS DO TIETE;12.023.090/0001-15;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$130.000,00;2020NE05913;09/04/2020;NP; R$-   ; R$-   ;R$130.000,00; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;MINEIROS DO TIETE
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE MIRACATU;12.078.884/0001-86;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;1;R$130.000,00;R$130.000,00;2020NE05914;09/04/2020;NE;R$130.000,00; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;MIRACATU
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE MIRACATU;12.078.884/0001-86;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$130.000,00;2020NE05914;09/04/2020;NL; R$-   ;R$130.000,00; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;MIRACATU
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE DE MIRACATU;12.078.884/0001-86;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;0; R$-   ;R$130.000,00;2020NE05914;09/04/2020;NP; R$-   ; R$-   ;R$130.000,00; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;MIRACATU
SECRETARIA DA SAUDE;COVID-19;INDEPEND LICITACAO;FUNDO MUNICIPAL DE SAUDE OURO VERDE;09.642.975/0001-98;ENFRENTAMENTO COVID-19;ENFRENTAMENTO COVID-19;1;R$130.000,00;R$130.000,00;2020NE05926;09/04/2020;NE;R$130.000,00; R$-   ; R$-   ; R$-   ;90196;1;SIAFEM;PODER EXECUTIVO;OURO VERDE
